symbol,date,adjClose,close,high,low,Open,Volume
MSFT,24/3/2020,147.928009,148.3399963,149.6000061,141.2700043,143.75,82516700
MSFT,25/3/2020,146.5119476,146.9199982,154.3300018,144.4400024,148.9100037,75638200
MSFT,26/3/2020,155.6764374,156.1100006,156.6600037,148.3699951,148.3999939,64568100
MSFT,27/3/2020,149.2842255,149.6999969,154.8899994,149.1999969,151.75,57042300
MSFT,30/3/2020,159.7849884,160.2299957,160.6000061,150.0099945,152.4400024,63420300
MSFT,31/3/2020,157.2719879,157.7100067,164.7799988,156.5599976,159.3999939,77927200
MSFT,1/4/2020,151.6875458,152.1100006,157.75,150.8200073,153,57969900
MSFT,2/4/2020,154.8287811,155.2599945,155.4799957,150.3600006,151.8600006,49630700
MSFT,3/4/2020,153.402771,153.8300018,157.3800049,152.1900024,155.1000061,41243300
MSFT,6/4/2020,164.8109894,165.2700043,166.5,157.5800018,160.3200073,67111700
MSFT,7/4/2020,163.0359344,163.4900055,170,163.2599945,169.5899963,62769000
MSFT,8/4/2020,164.6713867,165.1300049,166.6699982,163.5,165.6699982,48318200
MSFT,9/4/2020,164.6813507,165.1399994,167.3699951,163.3300018,166.3600006,51431800
MSFT,13/4/2020,165.0503235,165.5099945,165.5700073,162.3000031,164.3500061,41905300
MSFT,14/4/2020,173.2175751,173.6999969,173.75,168,169,52874300
MSFT,15/4/2020,171.4026337,171.8800049,173.5700073,169.2400055,171.1999969,40940800
MSFT,16/4/2020,176.5482941,177.0399933,177.2799988,172.8999939,174.3000031,50479600
MSFT,17/4/2020,178.1039734,178.6000061,180,175.8699951,179.5,52765600
MSFT,20/4/2020,174.5737915,175.0599976,178.75,174.9900055,176.6300049,36669600
MSFT,21/4/2020,167.3539124,167.8200073,173.6699982,166.1100006,173.5,56203700
MSFT,22/4/2020,173.0380859,173.5200043,174,170.8200073,171.3899994,34651600
MSFT,23/4/2020,170.9439087,171.4199982,175.0599976,170.9100037,174.1100006,32790800
MSFT,24/4/2020,174.0652161,174.5500031,174.5599976,170.7100067,172.0599976,34305300
MSFT,27/4/2020,173.5666046,174.0500031,176.8999939,173.3000031,176.5899963,33194400
MSFT,28/4/2020,169.3383789,169.8099976,175.6699982,169.3899994,175.5899963,34392700
MSFT,29/4/2020,176.9372101,177.4299927,177.6799927,171.8800049,173.2200012,51286600
MSFT,30/4/2020,178.7122803,179.2100067,180.3999939,176.2299957,180,53661300
MSFT,1/5/2020,174.0851746,174.5700073,178.6399994,174.0099945,175.8000031,39370500
MSFT,4/5/2020,178.3432922,178.8399963,179,173.8000031,174.4900055,30372900
MSFT,5/5/2020,180.2579651,180.7599945,183.6499939,179.8999939,180.6199951,36839200
MSFT,6/5/2020,182.03302,182.5399933,184.1999969,181.6300049,182.0800018,32139300
MSFT,7/5/2020,183.0900879,183.6000061,184.5500031,182.5800018,184.1699982,28316000
MSFT,8/5/2020,184.1670685,184.6799927,185,183.3600006,184.9799957,30912600
MSFT,11/5/2020,186.2213593,186.7400055,187.5099945,182.8500061,183.1499939,30809400
MSFT,12/5/2020,182.0030975,182.5099945,187.0399933,182.3000031,186.8000031,32038200
MSFT,13/5/2020,179.2507782,179.75,184.0500031,176.5399933,182.5500031,44711500
MSFT,14/5/2020,180.0286102,180.5299988,180.6900024,175.6799927,177.5399933,41873900
MSFT,15/5/2020,182.6513062,183.1600037,187.0599976,177,179.0599976,46610400
MSFT,18/5/2020,184.3964386,184.9100037,186.1999969,183.9600067,185.75,35306600
MSFT,19/5/2020,183.1199951,183.6300049,186.6000061,183.4900055,185.0299988,26799100
MSFT,20/5/2020,185.6600037,185.6600037,185.8500061,183.9400024,184.8099976,31261300
MSFT,21/5/2020,183.4299927,183.4299927,186.6699982,183.2899933,185.3999939,29119500
MSFT,22/5/2020,183.5099945,183.5099945,184.4600067,182.5399933,183.1900024,20826900
MSFT,26/5/2020,181.5700073,181.5700073,186.5,181.1000061,186.3399963,36073600
MSFT,27/5/2020,181.8099976,181.8099976,181.9900055,176.6000061,180.1999969,39517100
MSFT,28/5/2020,181.3999939,181.3999939,184.1499939,180.3800049,180.7400055,33810200
MSFT,29/5/2020,183.25,183.25,184.2700043,180.4100037,182.7299957,42146700
MSFT,1/6/2020,182.8300018,182.8300018,183,181.4600067,182.5399933,22622400
MSFT,2/6/2020,184.9100037,184.9100037,185,181.3500061,184.25,30794600
MSFT,3/6/2020,185.3600006,185.3600006,185.9400024,183.5800018,184.8200073,27311000
MSFT,4/6/2020,182.9199982,182.9199982,185.8399963,182.3000031,184.3000031,28761800
MSFT,5/6/2020,187.1999969,187.1999969,187.7299957,182.0099945,182.6199951,39893600
MSFT,8/6/2020,188.3600006,188.3600006,188.5500031,184.4400024,185.9400024,33211600
MSFT,9/6/2020,189.8000031,189.8000031,190.6999969,187.2599945,188,29783900
MSFT,10/6/2020,196.8399963,196.8399963,198.5200043,191.0099945,191.1300049,43872300
MSFT,11/6/2020,186.2700043,186.2700043,195.7599945,186.0700073,193.1300049,52854700
MSFT,12/6/2020,187.7400055,187.7400055,191.7200012,185.1799927,190.5399933,43345700
MSFT,15/6/2020,188.9400024,188.9400024,190.8200073,184.0099945,184.5800018,32770200
MSFT,16/6/2020,193.5700073,193.5700073,195.5800018,191.4600067,192.8899994,42556700
MSFT,17/6/2020,194.2400055,194.2400055,196.3200073,193.6900024,195.0299988,25655900
MSFT,18/6/2020,196.3200073,196.3200073,196.4900055,194,194,23061600
MSFT,19/6/2020,195.1499939,195.1499939,199.2899933,194.3699951,198.5899963,44441100
MSFT,22/6/2020,200.5700073,200.5700073,200.7599945,195.2299957,195.7899933,32818900
MSFT,23/6/2020,201.9100037,201.9100037,203.9499969,201.4299927,202.0899963,30917400
MSFT,24/6/2020,197.8399963,197.8399963,203.25,196.5599976,201.6000061,36740600
MSFT,25/6/2020,200.3399963,200.3399963,200.6100006,195.4700012,197.8000031,27803900
MSFT,26/6/2020,196.3300018,196.3300018,199.8899994,194.8800049,199.7299957,54675800
MSFT,29/6/2020,198.4400024,198.4400024,198.5299988,193.5500031,195.7799988,26701600
MSFT,30/6/2020,203.5099945,203.5099945,204.3999939,197.7400055,197.8800049,34310300
